Scope	StudyStatus	Species	Model	Rank	Fraction	CI95Lower	CI95Upper	Count	NJudgments	NExperts	NGenes	SuccessfulReplicates	FailedFits	SeedStream
well_studied	well_studied	all	OpenAI	R3	0.193333333333333	0.118210862619808	0.278353777893775	58	300	118	100	10000	0	pl_expert_gene_components
well_studied	well_studied	all	OpenAI	R4	0.316666666666667	0.224911462808574	0.414285714285714	95	300	118	100	10000	0	pl_expert_gene_components
well_studied	well_studied	all	OpenAI	R5	0.153333333333333	0.086090934985402	0.230775316455696	46	300	118	100	10000	0	pl_expert_gene_components
well_studied	well_studied	all	Phytomni	R1	0.433333333333333	0.331054951260834	0.53968385367392	130	300	118	100	10000	0	pl_expert_gene_components
well_studied	well_studied	all	Phytomni	R2	0.183333333333333	0.113432066471765	0.263157894736842	55	300	118	100	10000	0	pl_expert_gene_components
well_studied	well_studied	all	Phytomni	R3	0.133333333333333	0.0712071798571243	0.206779922577945	40	300	118	100	10000	0	pl_expert_gene_components
well_studied	well_studied	all	Phytomni	R4	0.17	0.102386169717654	0.248228759588942	51	300	118	100	10000	0	pl_expert_gene_components
well_studied	well_studied	all	Phytomni	R5	0.08	0.0325732899022801	0.142067801738078	24	300	118	100	10000	0	pl_expert_gene_components
well_studied	well_studied	all	Claude	R1	0.196666666666667	0.122184638077956	0.281139074278308	59	300	118	100	10000	0	pl_expert_gene_components
well_studied	well_studied	all	Claude	R2	0.21	0.136940160911834	0.290542652027027	63	300	118	100	10000	0	pl_expert_gene_components
well_studied	well_studied	all	Claude	R3	0.286666666666667	0.200716530364986	0.37630755685437	86	300	118	100	10000	0	pl_expert_gene_components
well_studied	well_studied	all	Claude	R4	0.206666666666667	0.135885328933706	0.285714285714286	62	300	118	100	10000	0	pl_expert_gene_components
well_studied	well_studied	all	Claude	R5	0.1	0.0483229251134724	0.162631810451	30	300	118	100	10000	0	pl_expert_gene_components
well_studied.rice	well_studied	Rice	Gemini	R1	0.116666666666667	0.0144927536231884	0.262300204918033	7	60	23	20	10000	0	pl_expert_gene_components
well_studied.rice	well_studied	Rice	Gemini	R2	0.433333333333333	0.238788201847903	0.636363636363636	26	60	23	20	10000	0	pl_expert_gene_components
well_studied.rice	well_studied	Rice	Gemini	R3	0.166666666666667	0.0333333333333333	0.347826086956522	10	60	23	20	10000	0	pl_expert_gene_components
well_studied.rice	well_studied	Rice	Gemini	R4	0.2	0.046875	0.402998167059439	12	60	23	20	10000	0	pl_expert_gene_components
well_studied.rice	well_studied	Rice	Gemini	R5	0.0833333333333333	0	0.24490758567578	5	60	23	20	10000	0	pl_expert_gene_components
well_studied.rice	well_studied	Rice	Grok	R1	0.0166666666666667	0	0.0895522388059701	1	60	23	20	10000	0	pl_expert_gene_components
well_studied.rice	well_studied	Rice	Grok	R2	0.1	0	0.25	6	60	23	20	10000	0	pl_expert_gene_components
well_studied.rice	well_studied	Rice	Grok	R3	0.15	0.0263157894736842	0.323088235294118	9	60	23	20	10000	0	pl_expert_gene_components
well_studied.rice	well_studied	Rice	Grok	R4	0.1	0	0.257142857142857	6	60	23	20	10000	0	pl_expert_gene_components
well_studied.rice	well_studied	Rice	Grok	R5	0.633333333333333	0.375	0.864864864864865	38	60	23	20	10000	0	pl_expert_gene_components
well_studied.rice	well_studied	Rice	OpenAI	R1	0.1	0	0.245901639344262	6	60	23	20	10000	0	pl_expert_gene_components
well_studied.rice	well_studied	Rice	OpenAI	R2	0.166666666666667	0.0243757259001162	0.36	10	60	23	20	10000	0	pl_expert_gene_components
well_studied.rice	well_studied	Rice	OpenAI	R3	0.25	0.0689655172413793	0.46875	15	60	23	20	10000	0	pl_expert_gene_components
well_studied.rice	well_studied	Rice	OpenAI	R4	0.366666666666667	0.160714285714286	0.60377358490566	22	60	23	20	10000	0	pl_expert_gene_components
well_studied.rice	well_studied	Rice	OpenAI	R5	0.116666666666667	0	0.320018867924528	7	60	23	20	10000	0	pl_expert_gene_components
well_studied.rice	well_studied	Rice	Phytomni	R1	0.616666666666667	0.37998275862069	0.843137254901961	37	60	23	20	10000	0	pl_expert_gene_components
well_studied.rice	well_studied	Rice	Phytomni	R2	0.15	0.0185185185185185	0.328358208955224	9	60	23	20	10000	0	pl_expert_gene_components
well_studied.rice	well_studied	Rice	Phytomni	R3	0.1	0	0.264150943396226	6	60	23	20	10000	0	pl_expert_gene_components
well_studied.rice	well_studied	Rice	Phytomni	R4	0.116666666666667	0	0.282608695652174	7	60	23	20	10000	0	pl_expert_gene_components
well_studied.rice	well_studied	Rice	Phytomni	R5	0.0166666666666667	0	0.0895522388059701	1	60	23	20	10000	0	pl_expert_gene_components
well_studied.rice	well_studied	Rice	Claude	R1	0.15	0.0188679245283019	0.339632075471698	9	60	23	20	10000	0	pl_expert_gene_components
well_studied.rice	well_studied	Rice	Claude	R2	0.15	0.0317460317460317	0.316666666666667	9	60	23	20	10000	0	pl_expert_gene_components
well_studied.rice	well_studied	Rice	Claude	R3	0.333333333333333	0.147058823529412	0.543478260869565	20	60	23	20	10000	0	pl_expert_gene_components
well_studied.rice	well_studied	Rice	Claude	R4	0.216666666666667	0.0540419884169884	0.409846574190836	13	60	23	20	10000	0	pl_expert_gene_components
well_studied.rice	well_studied	Rice	Claude	R5	0.15	0.0222222222222222	0.323943661971831	9	60	23	20	10000	0	pl_expert_gene_components
well_studied.maize	well_studied	Maize	Gemini	R1	0.133333333333333	0.0163934426229508	0.303811227297743	8	60	23	20	10000	0	pl_expert_gene_components
well_studied.maize	well_studied	Maize	Gemini	R2	0.4	0.206896551724138	0.614285714285714	24	60	23	20	10000	0	pl_expert_gene_components
well_studied.maize	well_studied	Maize	Gemini	R3	0.3	0.125	0.509433962264151	18	60	23	20	10000	0	pl_expert_gene_components
well_studied.maize	well_studied	Maize	Gemini	R4	0.1	0	0.238095238095238	6	60	23	20	10000	0	pl_expert_gene_components
well_studied.maize	well_studied	Maize	Gemini	R5	0.0666666666666667	0	0.192982456140351	4	60	23	20	10000	0	pl_expert_gene_components
well_studied.maize	well_studied	Maize	Grok	R1	0.15	0.0196078431372549	0.333333333333333	9	60	23	20	10000	0	pl_expert_gene_components
well_studied.maize	well_studied	Maize	Grok	R2	0.133333333333333	0.0133289473684211	0.313432835820896	8	60	23	20	10000	0	pl_expert_gene_components
well_studied.maize	well_studied	Maize	Grok	R3	0.0833333333333333	0	0.214285714285714	5	60	23	20	10000	0	pl_expert_gene_components
well_studied.maize	well_studied	Maize	Grok	R4	0.166666666666667	0.032258064516129	0.347222222222222	10	60	23	20	10000	0	pl_expert_gene_components
well_studied.maize	well_studied	Maize	Grok	R5	0.466666666666667	0.254545454545455	0.697685388328214	28	60	23	20	10000	0	pl_expert_gene_components
well_studied.maize	well_studied	Maize	OpenAI	R1	0.15	0.0273972602739726	0.318840579710145	9	60	23	20	10000	0	pl_expert_gene_components
well_studied.maize	well_studied	Maize	OpenAI	R2	0.166666666666667	0.0350877192982456	0.345454545454545	10	60	23	20	10000	0	pl_expert_gene_components
well_studied.maize	well_studied	Maize	OpenAI	R3	0.25	0.0819588491134159	0.45	15	60	23	20	10000	0	pl_expert_gene_components
well_studied.maize	well_studied	Maize	OpenAI	R4	0.266666666666667	0.0892857142857143	0.491228070175439	16	60	23	20	10000	0	pl_expert_gene_components
well_studied.maize	well_studied	Maize	OpenAI	R5	0.166666666666667	0.0185185185185185	0.36986301369863	10	60	23	20	10000	0	pl_expert_gene_components
well_studied.maize	well_studied	Maize	Phytomni	R1	0.4	0.171428571428571	0.654545454545455	24	60	23	20	10000	0	pl_expert_gene_components
well_studied.maize	well_studied	Maize	Phytomni	R2	0.183333333333333	0.0410889013139502	0.368421052631579	11	60	23	20	10000	0	pl_expert_gene_components
well_studied.maize	well_studied	Maize	Phytomni	R3	0.116666666666667	0	0.272727272727273	7	60	23	20	10000	0	pl_expert_gene_components
well_studied.maize	well_studied	Maize	Phytomni	R4	0.183333333333333	0.0317460317460317	0.395843160377358	11	60	23	20	10000	0	pl_expert_gene_components
well_studied.maize	well_studied	Maize	Phytomni	R5	0.116666666666667	0	0.295081967213115	7	60	23	20	10000	0	pl_expert_gene_components
well_studied.maize	well_studied	Maize	Claude	R1	0.166666666666667	0.0298507462686567	0.349206349206349	10	60	23	20	10000	0	pl_expert_gene_components
well_studied.maize	well_studied	Maize	Claude	R2	0.116666666666667	0	0.2758804108584	7	60	23	20	10000	0	pl_expert_gene_components
well_studied.maize	well_studied	Maize	Claude	R3	0.25	0.0821861666292387	0.452837558962264	15	60	23	20	10000	0	pl_expert_gene_components
well_studied.maize	well_studied	Maize	Claude	R4	0.283333333333333	0.122448979591837	0.476204318936877	17	60	23	20	10000	0	pl_expert_gene_components
well_studied.maize	well_studied	Maize	Claude	R5	0.183333333333333	0.0416666666666667	0.385714285714286	11	60	23	20	10000	0	pl_expert_gene_components
well_studied.wheat	well_studied	Wheat	Gemini	R1	0.316666666666667	0.136363636363636	0.516129032258065	19	60	24	20	10000	0	pl_expert_gene_components
well_studied.wheat	well_studied	Wheat	Gemini	R2	0.233333333333333	0.0784313725490196	0.425933515482696	14	60	24	20	10000	0	pl_expert_gene_components
well_studied.wheat	well_studied	Wheat	Gemini	R3	0.216666666666667	0.0576923076923077	0.420308924485126	13	60	24	20	10000	0	pl_expert_gene_components
well_studied.wheat	well_studied	Wheat	Gemini	R4	0.1	0	0.258636653895274	6	60	24	20	10000	0	pl_expert_gene_components
well_studied.wheat	well_studied	Wheat	Gemini	R5	0.133333333333333	0.0151515151515152	0.315086517664023	8	60	24	20	10000	0	pl_expert_gene_components
well_studied.wheat	well_studied	Wheat	Grok	R1	0.0666666666666667	0	0.194029850746269	4	60	24	20	10000	0	pl_expert_gene_components
well_studied.wheat	well_studied	Wheat	Grok	R2	0.1	0	0.237514880952381	6	60	24	20	10000	0	pl_expert_gene_components
well_studied.wheat	well_studied	Wheat	Grok	R3	0.183333333333333	0.05	0.363636363636364	11	60	24	20	10000	0	pl_expert_gene_components
well_studied.wheat	well_studied	Wheat	Grok	R4	0.116666666666667	0	0.29509128166915	7	60	24	20	10000	0	pl_expert_gene_components
well_studied.wheat	well_studied	Wheat	Grok	R5	0.533333333333333	0.3125	0.741379310344828	32	60	24	20	10000	0	pl_expert_gene_components
well_studied.wheat	well_studied	Wheat	OpenAI	R1	0.133333333333333	0.0166666666666667	0.313725490196078	8	60	24	20	10000	0	pl_expert_gene_components
well_studied.wheat	well_studied	Wheat	OpenAI	R2	0.233333333333333	0.078125	0.421875	14	60	24	20	10000	0	pl_expert_gene_components
well_studied.wheat	well_studied	Wheat	OpenAI	R3	0.183333333333333	0.04	0.384615384615385	11	60	24	20	10000	0	pl_expert_gene_components
well_studied.wheat	well_studied	Wheat	OpenAI	R4	0.283333333333333	0.0895522388059701	0.507692307692308	17	60	24	20	10000	0	pl_expert_gene_components
well_studied.wheat	well_studied	Wheat	OpenAI	R5	0.166666666666667	0.0303030303030303	0.346945861678004	10	60	24	20	10000	0	pl_expert_gene_components
well_studied.wheat	well_studied	Wheat	Phytomni	R1	0.233333333333333	0.0769230769230769	0.418192389006342	14	60	24	20	10000	0	pl_expert_gene_components
well_studied.wheat	well_studied	Wheat	Phytomni	R2	0.266666666666667	0.0892757936507937	0.489805922368947	16	60	24	20	10000	0	pl_expert_gene_components
well_studied.wheat	well_studied	Wheat	Phytomni	R3	0.166666666666667	0.0350877192982456	0.338716511755057	10	60	24	20	10000	0	pl_expert_gene_components
well_studied.wheat	well_studied	Wheat	Phytomni	R4	0.233333333333333	0.0769230769230769	0.415101596516691	14	60	24	20	10000	0	pl_expert_gene_components
well_studied.wheat	well_studied	Wheat	Phytomni	R5	0.1	0	0.25	6	60	24	20	10000	0	pl_expert_gene_components
well_studied.wheat	well_studied	Wheat	Claude	R1	0.25	0.0793546365914787	0.466666666666667	15	60	24	20	10000	0	pl_expert_gene_components
well_studied.wheat	well_studied	Wheat	Claude	R2	0.166666666666667	0.03125	0.357142857142857	10	60	24	20	10000	0	pl_expert_gene_components
well_studied.wheat	well_studied	Wheat	Claude	R3	0.25	0.0892857142857143	0.440677966101695	15	60	24	20	10000	0	pl_expert_gene_components
well_studied.wheat	well_studied	Wheat	Claude	R4	0.266666666666667	0.1	0.470615982241953	16	60	24	20	10000	0	pl_expert_gene_components
well_studied.wheat	well_studied	Wheat	Claude	R5	0.0666666666666667	0	0.186440677966102	4	60	24	20	10000	0	pl_expert_gene_components
well_studied.soybean	well_studied	Soybean	Gemini	R1	0.15	0.025609756097561	0.327868852459016	9	60	24	20	10000	0	pl_expert_gene_components
well_studied.soybean	well_studied	Soybean	Gemini	R2	0.233333333333333	0.078125	0.433333333333333	14	60	24	20	10000	0	pl_expert_gene_components
well_studied.soybean	well_studied	Soybean	Gemini	R3	0.3	0.116666666666667	0.518536324786324	18	60	24	20	10000	0	pl_expert_gene_components
well_studied.soybean	well_studied	Soybean	Gemini	R4	0.233333333333333	0.0704225352112676	0.430560897435897	14	60	24	20	10000	0	pl_expert_gene_components
well_studied.soybean	well_studied	Soybean	Gemini	R5	0.0833333333333333	0	0.210544848035582	5	60	24	20	10000	0	pl_expert_gene_components
well_studied.soybean	well_studied	Soybean	Grok	R1	0	0	0	0	60	24	20	10000	0	pl_expert_gene_components
well_studied.soybean	well_studied	Soybean	Grok	R2	0.05	0	0.163934426229508	3	60	24	20	10000	0	pl_expert_gene_components
well_studied.soybean	well_studied	Soybean	Grok	R3	0.133333333333333	0.0127976190476191	0.304883216205043	8	60	24	20	10000	0	pl_expert_gene_components
well_studied.soybean	well_studied	Soybean	Grok	R4	0.15	0.030291723202171	0.307692307692308	9	60	24	20	10000	0	pl_expert_gene_components
well_studied.soybean	well_studied	Soybean	Grok	R5	0.666666666666667	0.444444444444444	0.865696517412935	40	60	24	20	10000	0	pl_expert_gene_components
well_studied.soybean	well_studied	Soybean	OpenAI	R1	0.216666666666667	0.0374884259259259	0.452062948467058	13	60	24	20	10000	0	pl_expert_gene_components
well_studied.soybean	well_studied	Soybean	OpenAI	R2	0.233333333333333	0.072463768115942	0.433333333333333	14	60	24	20	10000	0	pl_expert_gene_components
well_studied.soybean	well_studied	Soybean	OpenAI	R3	0.183333333333333	0.0327868852459016	0.389830508474576	11	60	24	20	10000	0	pl_expert_gene_components
well_studied.soybean	well_studied	Soybean	OpenAI	R4	0.283333333333333	0.0985857769568229	0.508771929824561	17	60	24	20	10000	0	pl_expert_gene_components
well_studied.soybean	well_studied	Soybean	OpenAI	R5	0.0833333333333333	0	0.228070175438596	5	60	24	20	10000	0	pl_expert_gene_components
well_studied.soybean	well_studied	Soybean	Phytomni	R1	0.366666666666667	0.150943396226415	0.612244897959184	22	60	24	20	10000	0	pl_expert_gene_components
well_studied.soybean	well_studied	Soybean	Phytomni	R2	0.183333333333333	0.0483870967741935	0.355932203389831	11	60	24	20	10000	0	pl_expert_gene_components
well_studied.soybean	well_studied	Soybean	Phytomni	R3	0.133333333333333	0	0.316666666666667	8	60	24	20	10000	0	pl_expert_gene_components
well_studied.soybean	well_studied	Soybean	Phytomni	R4	0.2	0.0535714285714286	0.384615384615385	12	60	24	20	10000	0	pl_expert_gene_components
well_studied.soybean	well_studied	Soybean	Phytomni	R5	0.116666666666667	0	0.283333333333333	7	60	24	20	10000	0	pl_expert_gene_components
well_studied.soybean	well_studied	Soybean	Claude	R1	0.266666666666667	0.0888725490196079	0.483346774193548	16	60	24	20	10000	0	pl_expert_gene_components
well_studied.soybean	well_studied	Soybean	Claude	R2	0.3	0.112903225806452	0.51063829787234	18	60	24	20	10000	0	pl_expert_gene_components
well_studied.soybean	well_studied	Soybean	Claude	R3	0.25	0.0833333333333333	0.44829345531316	15	60	24	20	10000	0	pl_expert_gene_components
well_studied.soybean	well_studied	Soybean	Claude	R4	0.133333333333333	0.0185185185185185	0.296296296296296	8	60	24	20	10000	0	pl_expert_gene_components
well_studied.soybean	well_studied	Soybean	Claude	R5	0.05	0	0.160714285714286	3	60	24	20	10000	0	pl_expert_gene_components
well_studied.arabidopsis	well_studied	Arabidopsis	Gemini	R1	0.1	0	0.263157894736842	6	60	24	20	10000	0	pl_expert_gene_components
well_studied.arabidopsis	well_studied	Arabidopsis	Gemini	R2	0.383333333333333	0.199938271604938	0.594594594594595	23	60	24	20	10000	0	pl_expert_gene_components
well_studied.arabidopsis	well_studied	Arabidopsis	Gemini	R3	0.266666666666667	0.102032168799723	0.459472972972973	16	60	24	20	10000	0	pl_expert_gene_components
well_studied.arabidopsis	well_studied	Arabidopsis	Gemini	R4	0.116666666666667	0.0149253731343284	0.274201454775458	7	60	24	20	10000	0	pl_expert_gene_components
well_studied.arabidopsis	well_studied	Arabidopsis	Gemini	R5	0.133333333333333	0	0.333333333333333	8	60	24	20	10000	0	pl_expert_gene_components
well_studied.arabidopsis	well_studied	Arabidopsis	Grok	R1	0.0166666666666667	0	0.0967741935483871	1	60	24	20	10000	0	pl_expert_gene_components
well_studied.arabidopsis	well_studied	Arabidopsis	Grok	R2	0.0666666666666667	0	0.241935483870968	4	60	24	20	10000	0	pl_expert_gene_components
well_studied.arabidopsis	well_studied	Arabidopsis	Grok	R3	0.133333333333333	0	0.3125	8	60	24	20	10000	0	pl_expert_gene_components
well_studied.arabidopsis	well_studied	Arabidopsis	Grok	R4	0.25	0.09375	0.434782608695652	15	60	24	20	10000	0	pl_expert_gene_components
well_studied.arabidopsis	well_studied	Arabidopsis	Grok	R5	0.533333333333333	0.305543785310735	0.761904761904762	32	60	24	20	10000	0	pl_expert_gene_components
well_studied.arabidopsis	well_studied	Arabidopsis	OpenAI	R1	0.183333333333333	0.0277777777777778	0.40625	11	60	24	20	10000	0	pl_expert_gene_components
well_studied.arabidopsis	well_studied	Arabidopsis	OpenAI	R2	0.1	0	0.25	6	60	24	20	10000	0	pl_expert_gene_components
well_studied.arabidopsis	well_studied	Arabidopsis	OpenAI	R3	0.1	0	0.241379310344828	6	60	24	20	10000	0	pl_expert_gene_components
well_studied.arabidopsis	well_studied	Arabidopsis	OpenAI	R4	0.383333333333333	0.183333333333333	0.607843137254902	23	60	24	20	10000	0	pl_expert_gene_components
well_studied.arabidopsis	well_studied	Arabidopsis	OpenAI	R5	0.233333333333333	0.0784313725490196	0.423534396809571	14	60	24	20	10000	0	pl_expert_gene_components
well_studied.arabidopsis	well_studied	Arabidopsis	Phytomni	R1	0.55	0.298507462686567	0.8	33	60	24	20	10000	0	pl_expert_gene_components
well_studied.arabidopsis	well_studied	Arabidopsis	Phytomni	R2	0.133333333333333	0.0172413793103448	0.297872340425532	8	60	24	20	10000	0	pl_expert_gene_components
well_studied.arabidopsis	well_studied	Arabidopsis	Phytomni	R3	0.15	0.0151515151515152	0.34375	9	60	24	20	10000	0	pl_expert_gene_components
well_studied.arabidopsis	well_studied	Arabidopsis	Phytomni	R4	0.116666666666667	0	0.283832046332046	7	60	24	20	10000	0	pl_expert_gene_components
well_studied.arabidopsis	well_studied	Arabidopsis	Phytomni	R5	0.05	0	0.193548387096774	3	60	24	20	10000	0	pl_expert_gene_components
well_studied.arabidopsis	well_studied	Arabidopsis	Claude	R1	0.15	0.0181818181818182	0.338240950226244	9	60	24	20	10000	0	pl_expert_gene_components
well_studied.arabidopsis	well_studied	Arabidopsis	Claude	R2	0.316666666666667	0.145454545454545	0.51065011820331	19	60	24	20	10000	0	pl_expert_gene_components
well_studied.arabidopsis	well_studied	Arabidopsis	Claude	R3	0.35	0.147540983606557	0.583333333333333	21	60	24	20	10000	0	pl_expert_gene_components
well_studied.arabidopsis	well_studied	Arabidopsis	Claude	R4	0.133333333333333	0.0172340736411455	0.297297297297297	8	60	24	20	10000	0	pl_expert_gene_components
well_studied.arabidopsis	well_studied	Arabidopsis	Claude	R5	0.05	0	0.178571428571429	3	60	24	20	10000	0	pl_expert_gene_components
uncharacterized	uncharacterized	all	Gemini	R1	0.173333333333333	0.101973684210526	0.254838709677419	52	300	115	100	10000	0	pl_expert_gene_components
uncharacterized	uncharacterized	all	Gemini	R2	0.28	0.194444444444444	0.370002669039146	84	300	115	100	10000	0	pl_expert_gene_components
uncharacterized	uncharacterized	all	Gemini	R3	0.263333333333333	0.181528399655252	0.352028285776384	79	300	115	100	10000	0	pl_expert_gene_components
uncharacterized	uncharacterized	all	Gemini	R4	0.163333333333333	0.0952380952380952	0.241496919522526	49	300	115	100	10000	0	pl_expert_gene_components
uncharacterized	uncharacterized	all	Gemini	R5	0.12	0.0636905395905673	0.189352226720648	36	300	115	100	10000	0	pl_expert_gene_components
uncharacterized	uncharacterized	all	Grok	R1	0.0433333333333333	0.00732600732600733	0.0962251472754049	13	300	115	100	10000	0	pl_expert_gene_components
uncharacterized	uncharacterized	all	Grok	R2	0.11	0.0542629089475759	0.179777301754102	33	300	115	100	10000	0	pl_expert_gene_components
uncharacterized	uncharacterized	all	Grok	R3	0.106666666666667	0.0536908011981951	0.169436623683766	32	300	115	100	10000	0	pl_expert_gene_components
uncharacterized	uncharacterized	all	Grok	R4	0.156666666666667	0.0892843406593407	0.233335734870317	47	300	115	100	10000	0	pl_expert_gene_components
uncharacterized	uncharacterized	all	Grok	R5	0.583333333333333	0.480517169663077	0.686624036672867	175	300	115	100	10000	0	pl_expert_gene_components
uncharacterized	uncharacterized	all	OpenAI	R1	0.166666666666667	0.0979020979020979	0.246577625570776	50	300	115	100	10000	0	pl_expert_gene_components
uncharacterized	uncharacterized	all	OpenAI	R2	0.166666666666667	0.10126582278481	0.243730087614496	50	300	115	100	10000	0	pl_expert_gene_components
uncharacterized	uncharacterized	all	OpenAI	R3	0.2	0.124183006535948	0.285312885961301	60	300	115	100	10000	0	pl_expert_gene_components
uncharacterized	uncharacterized	all	OpenAI	R4	0.36	0.255737704918033	0.465753424657534	108	300	115	100	10000	0	pl_expert_gene_components
uncharacterized	uncharacterized	all	OpenAI	R5	0.106666666666667	0.051369604353764	0.17549702662522	32	300	115	100	10000	0	pl_expert_gene_components
uncharacterized	uncharacterized	all	Phytomni	R1	0.433333333333333	0.331057432034836	0.541989331371287	130	300	115	100	10000	0	pl_expert_gene_components
uncharacterized	uncharacterized	all	Phytomni	R2	0.206666666666667	0.134019776295398	0.287627765064836	62	300	115	100	10000	0	pl_expert_gene_components
uncharacterized	uncharacterized	all	Phytomni	R3	0.166666666666667	0.100718799960032	0.24252688277733	50	300	115	100	10000	0	pl_expert_gene_components
uncharacterized	uncharacterized	all	Phytomni	R4	0.123333333333333	0.0644043272112922	0.195222751378592	37	300	115	100	10000	0	pl_expert_gene_components
uncharacterized	uncharacterized	all	Phytomni	R5	0.07	0.0264026402640264	0.125	21	300	115	100	10000	0	pl_expert_gene_components
uncharacterized	uncharacterized	all	Claude	R1	0.183333333333333	0.104529616724739	0.273360726643599	55	300	115	100	10000	0	pl_expert_gene_components
uncharacterized	uncharacterized	all	Claude	R2	0.236666666666667	0.16	0.321431004281822	71	300	115	100	10000	0	pl_expert_gene_components
