Model	Gene	BERTScorePrecision	QuerySHA256	ResponseSHA256
Claude	GLYMA_18G117100	0.482314258813858	83c2ecb5a87576ea87dcaa4e9aebce32bb024a3e3706cfcde7dd04e7f3b391d5	7c24e18e33c5d8dbe7107a6e916eb1573416d59244b35d4e13e3472443d97201
Claude	GLYMA_18G149800	0.477600932121277	d7390e1c25560f6a59d2f0b5b3e36a19c7a34222c7d89befd7713c36dee73b57	ac7db97f164797bcffb7debbbc8e8d0a5743bfd4252c3d112bb41238f3497266
Claude	GLYMA_18G220600	0.462676614522934	70219de71f3bd64c977a77b89cd3bc29baf0a50c725d162d3160be85e6615c23	17bd6080e70fe080fc9229267ff8d820203ce3a3ceb9f2bf625e89ad118db4c3
Claude	GLYMA_18G224500	0.449192821979523	d4f90047894f0fd9b965d480ed4b778141d06298725cccc08e68553f5d3e6a7d	e37b0a15ffd094f2a2ea83c613d2dd0f8e4c017962f2f672bb067c810c28b822
Claude	GLYMA_18G259400	0.471848905086517	e2467be37f2580b7e43f1ce88a2970d8186a5640ba51e6f6fa32c2af9a6d856a	bd980c9dea18062455da720733b66bcc800075613bdbbe0d264787600cae6a96
Claude	GLYMA_18G273600	0.443395882844925	ac9118be7f223eedfd736ef5d72b732ede37c14908606e1e7324e7776ea4ce2e	3c4a9ea3596b9346dc6736497bf813ce749f84d4c6efde7767f9ed2b087254a0
Claude	GLYMA_19G034500	0.464235842227936	da458d6dfc2a5f93d0fe03f4f4a0baac9a45f76c2c92d361636fa67afe1459c3	71878a8b42442c9b6c5b9588fd16895dcfd83172a597b08070e6f488d778a5f8
Claude	GLYMA_19G164600	0.459970086812973	a27a2789da00c3345ea3c0908c17993e2c18afc1935ece8b67c306b6778a0704	66f8bb07b1c4952de4349e26986c62095dd1d120b8ec648119b6e6c2a8c97774
Claude	Os01g0169800	0.467242240905762	2ce90858d049981509ff8559d5a836c06bc92a1ac427783359d2e55c6434dc32	ac6bac5d0005795967015a238e374e361acca6e163c16ed90d70667d834a19e1
Claude	Os01g0177400	0.530040740966797	702c8756cd46924b5541967cfefb346daf72d1311fb42e27eb82b2a2c8236f4f	78f24867d3e30ddb235f57ceb1d35053f3f58cb63a0e932ca7079ea5e145ab5a
Claude	Os01g0197100	0.49826592206955	2a8719924705be526e9c60c9aad73bdc3da044c674ede6b42c0ee303def890e4	a58a1693989077dcf7e6aeb896e7f12ede95a11a8310a05a4e1c5895df1594cc
Claude	Os01g0678500	0.448383569717407	f56e3fbd1c5afc283042c56d99221e9995295651e0c09a60dfe9cb8c2b2e826b	0950e079d2affec126cbfd1ccece3e5a49fc7a41903c9c7ab4e6bba5cc5ec931
Claude	Os01g0757200	0.476554691791534	5ec50009b1a73d3609a731892ca551b46588a623ce1b2af5b7c2da39eab3dddd	737922fe4c21408dbbc98553a75d11b9f8ea9e8f1464cefc373648dbabd67146
Claude	Os01g0883800	0.466751158237457	f93a23290152761ed453a142d7ceecf67dbbeee781ec3476f16b289491871b8e	a4402f62b712b1f49d16755975fa28bfb8f98022fde95261e68c9f7ed0f65936
Claude	Os02g0278700	0.45600163936615	5230f0ea2800e21c7ed1c241c0b65fdec9df6274ecc48df40c41a1d5e7194c62	dc6268729b41f2393e3a1d2a884b486730ca8cb577f0ce397a147fd401305cd3
Claude	Os02g0707200	0.488447904586792	cb72d5d3a696b5e9adffb1390c0234fb94c8d118aaadfa1e2ddd0ce3b2479ac4	2d38c033e713c4b87c68ce15d69528f1f1f483ae259b05bc5422a96cc2786095
Claude	Os03g0602300	0.49180805683136	51c9946f6006d7d6f297cde62cc64538163ffd86e267dd12728d0154e7aa7bce	76bc4165007fd049561afcb339854d9c173d2663824640fd611480dff41e6c79
Claude	Os03g0722400	0.475968956947327	057f7b678e8796d99ffb08059d4665396b6c17bbd2320d28ea22dc7db8cb5bb1	7559850db4a50bc826597d0c1d770e0db14ba8e4acad80408c466b74d3f02952
Claude	Os04g0178300	0.519349575042725	94100662352ecdafbfe18bb04cccfee574816c7e573b58cfa20980dade1a626f	86d1132ef23fb9f6ee00511105742d29654916e1a0ecdb1dd4a9f6f628d5a1c8
Claude	Os04g0448900	0.525684356689453	bb1d03f22d3562d04d11d369e9b4684131c86df01fcb6fe9b9d7d7d780d705d0	8dfed560b649bd518170b4376dae8a4bb4d6c8d7061df6a7d22b3b5c1eb5f374
Claude	Os04g0463500	0.468391180038452	39b8aa3a61f86f100a6be0f434014eab1cd6b11b498855282b26e63eeb57bf9f	8e2da51ff94f927b9974843957a16edf915ab8111970021ed5a0e7368449bd51
Claude	Os04g0469800	0.501661777496338	be519c8cf125ca0cef6674818512bbd46b60c60b3f4aa4f5b9739b36ebb26c0b	86e297956b1898b0bc217dfac4402d64471d8bd474c8baf84cc0b959e10a3cde
Claude	Os05g0169300	0.451436251401901	7d49adbb223b9227fe207569e6d4ce6825b5386369e85172d1e10c8f41936eb8	f4e696e1310faa3ad91fbc4d1fffd5b7758a23a4048941c30acfc84bad266988
Claude	Os06g0569500	0.502050518989563	4090768d4e9222ecd445cb340e8c0c7725522e8842b7bed41b441a21e2f34ad9	11dfc29e8d9474161cfa29260e2774a93fba18c44fba6169ceead47222c56a82
Claude	Os06g0570100	0.522170782089233	bfa3739e0aa740b2487c15968822d9e9a006f880503dea8a82a709cb988bae46	9405b796e67c362e5925be4444833cfcbc78cf096f41e2f31a04e92f1ee90645
Claude	Os06g0610300	0.504106402397156	8c5cc77e1a77741261c8f30a94e02c33ac94ee5affb7cf22ce64b6d47dbebab8	995af1bf6a049670ec3a705f76ef6bd60155254e314c77289abdccee2a8b7c6d
Claude	Os07g0103500	0.496723294258118	4c908d92b0f7aa92ce731e073a2ecc3ad05361279cb301605a577c41595f0176	372ee645472289f819498f5394551155069dc19900c432c96fe0d211d91dd785
Claude	Os07g0154100	0.483158141374588	79aa4aaea7ec97c60ce83e73be89d6f3a6f905b7f0cbc54c46d1608fa57f38bf	19283f7a7b5b2fef1197cec66611c1c93c96fb3eba085008eba35ab0d81912bb
Claude	TraesCS2A02G187800	0.475508898496628	836ef52cb0ae35e03e15100f7c89e879e90276ec0bc4de5e5a2c53cfd82cd955	56f242de9abe41041886b509bbfe247da5c598e7126883ab8456d03ad9a59c1c
Claude	TraesCS2B02G219300	0.486207365989685	ed09413d76a86548382ccbf831547c64ad5c1dc2091e33802abc18caa0ad5df5	d3ca86af097d447f7922ab9208a5f4776ba7693ee6c253220f3d72d2d064caf0
Claude	TraesCS2B02G570900	0.468087613582611	871be16eae7a848836e8228841b782d5a29a78cdad78c344091be3414bef85ba	496437115f0655eee6ecc027217b3cdc92e2d4c24a868322020f2e192d6272e1
Claude	TraesCS2B02G578500	0.467505991458893	ee963fc557e8eaf2b4e12e55471befb2a7162e0707bc7bcc6498b7ff67caff00	ac03719b6c0ea008039b98210ccce6895ada9080c6016c407d5561f3d9e9fe01
Claude	TraesCS2D02G199900	0.469628512859344	43942a14aeb98c7a7ce5c6bb23bc5e4f0f081880a3103f772a2af5f323852bb1	64804d3900be2b89629c33197927dc5e3e9b89d31e5bdd989de093c725d1a2f9
Claude	TraesCS2D02G548900	0.460815995931625	9c7eba57b2529792c3f4bb1adfa73bd8f5798fcf2bda5bce83595771712d1fd7	853034dd149f708b861129adc6420e4220f08b4999934b84634a4842ce0f57cc
Claude	TraesCS3A02G122600	0.460966348648071	a5a6004223d688146d29cb69166ec1147495859f40f1d20739ca81b09b0e1a2a	45ac5bf1e7ccd3497b28e83ea47b511ee52fb4bd58f8da9724aeb50a911b4d50
Claude	TraesCS3B02G141800	0.465301603078842	a5a6004223d688146d29cb69166ec1147495859f40f1d20739ca81b09b0e1a2a	ebd54b2f5f964859eefa4b7147bc90931c922c2ef4a30f37d77cdd48b3e75117
Claude	TraesCS3B02G275000	0.47656911611557	a8c54c529d86914af312e8e2544cd430b3fd94b9cdf607123702e7ca06dfd51f	99dc03e51293fda93c9c9faaf0d91659b214b58e07c85497998175bcabd07cb0
Claude	TraesCS3D02G124500	0.491790294647217	b8d879d33e0f7f0c9eeb59773b6f229fafa643974a8a83e306c5ad3ea8496f0c	a2ce77c308abaa75c0d8f2040695d5c151a3bde7b6d0e45b96adfe0ec923ba97
Claude	TraesCS4A02G046700	0.434549450874329	9240392ccac9a0de203b85e0207ff975a17a38bcc20b7a436aef0ca5becf07fc	8fd594314920d66841f391d6774dbdecf6856449b03914b0bec951fa0b42e3df
Claude	TraesCS4A02G105300	0.479281783103943	f7ee7788ae10ac5d5e7baf211336e1010e1334be031c02a60aea4c92ecf8e6f8	0e4c48fa783695af7f20b9b5c64c422a571bd0f42c0962336e87fda435532dff
Claude	TraesCS4A02G182800	0.445113182067871	78c5908c5c416bd34a3122a213094974dca1c874b90dc4b145203749e127f8b9	0cd1be72317953bfeee508c101ce1a74c6f75130f5a1f5979c2edc198508c9f1
Claude	TraesCS4B02G258200	0.421056926250458	9240392ccac9a0de203b85e0207ff975a17a38bcc20b7a436aef0ca5becf07fc	64e0d96abe0c897414a1b8cded6efa9f9e8de8c9b320fe670046e0c71577d2ee
Claude	TraesCS4D02G130600	0.429888069629669	78c5908c5c416bd34a3122a213094974dca1c874b90dc4b145203749e127f8b9	472798c6b348f0e569fc4b0698dd6ec7f5d628c261db75cacbf629e43826fe83
Claude	TraesCS4D02G258000	0.423276543617249	9240392ccac9a0de203b85e0207ff975a17a38bcc20b7a436aef0ca5becf07fc	077fe29869446650103bf654656515633fefe0428414253647df6c928753eeb7
Claude	TraesCS5A02G155000	0.427239745855331	78c5908c5c416bd34a3122a213094974dca1c874b90dc4b145203749e127f8b9	2814a8c0bb898c622fe0d259b8d87c402c84fa2a54cff20698ec656e6642e35c
Claude	TraesCS5A02G376500	0.457729876041412	36d41b154c42f01a63e0480b50623f9d920c9aae14fa5103f88264073f952a6f	57b4df9d06d2335ff399e00d29e70e606f3229d9cb39fc6b9cf1c0048e15f41c
Claude	TraesCS6A02G227900	0.446831107139587	41c1efe871e6a560cc80d95e5b73525325f1c300fcff3650ac2e27c66c52f7ef	87fc55b2d99d1d360d26a1b62a6a627b67e42362ac5dcc97ce0461f4b90a5568
Claude	TraesCS6B02G356400	0.482868552207947	775959773a38781c32ebd0e65c7790101d18393ebab92e3d4a2aeddb602f2085	45f5ef13e7b9d24b58078bd201c1c4775af71192de4ada84b85d4de4a85c4691
Claude	Zm00001eb029300	0.441877245903015	7be7c1f919fd58685a813d913885d2b889abb0e4072866f4ced38532e540a2a9	a160ac15c1933f8bd6f8aac4e37fe5f12bac8ecc7f4bb2855a028d3c8c4a3cf2
Claude	Zm00001eb035030	0.488889038562775	893e8c48ebfdfb41bc046e8dea74c876f781e9ec5f192d0e10a416d0976b3846	7423534ee00aa8cda4e55a5fc61c4c1990af10e20e200fb7c4e70aad1403fcdf
Claude	Zm00001eb038710	0.459000170230865	c23b611e64cabeae801289c3fba22d5d2abf69ede9387ecd67658e7208cb0bd2	a288d6227ec68c29b56fd8c4a17dac606929fcc6be8551d5067cb480be91b2d7
Claude	Zm00001eb048020	0.526388764381409	3b65654bfecd9d81f2e6dc47c519b388d02eb994275b7350186684b3c54092bd	ac67b768c92d5ee302aa940ea867229ba6409df3b4c254456e0b078881d30c15
Claude	Zm00001eb050790	0.517572402954102	55288749bc714b801a80bb6faf7e54d9d969cc32a57b8fe9124a99da75687af2	4690227581f10cb50d13d05593c8ba9cc436a4eb0a10e2a53bc86aeea9f72acf
Claude	Zm00001eb054440	0.469892561435699	df954ca9d2046e23b1e4aca0dd01da68869d0a9f6632254fbd9c793e0fdca5e8	55b61e85ee7e4f49f262d88b91190ec49e59f6fbb83ed5f461db65967eea41b6
Claude	Zm00001eb057490	0.438802540302277	4d5901c1602cbc00af2d375fa02c2a49b0c51a58b4f6821bf2f0720061760b9e	8b46cf47a7c3f53eff988a418ff561cf087cfde33d87043304a573db44b8d642
Claude	Zm00001eb067310	0.50812840461731	640188045ebb0653eb63b3602da13522cd6661ff8fbdc4a6d8d5233fbc1006a7	937d1af991c5960c291b2a62e9c353271dad40a7316dfc02d17c8c1260948c7b
Claude	Zm00001eb074640	0.447378873825073	8ac146bac1a0ac7d53c0554eae08adb3f8448b08f89745017dcfba9dac649eb1	859ee4e6930dc3adf4fa7786680dc2d89db30cbe302e8ea77bd4bde60b41c868
Claude	Zm00001eb084030	0.525868475437164	97e81b0033c1b331e75ac6ef2b945698d7bf90f308377bab7c070cef27b0a668	8a56167c78efed01ce122d5408adfca191a2443adcef45b08d0483ddc48349f5
Claude	Zm00001eb117870	0.533001780509949	66f285f2b498df4c1899624ba37c2695219e88191da665e232431169d8517178	96576d4805c75067209d64e2120b4511d9f6687b4f87d1337e781efc496f11e9
Claude	Zm00001eb122500	0.53020441532135	bb0c193494914365f012297a601961599f5d39c41f5ee74c3fec6e0119b29d5e	4407ecb16fbcc8ba36ef367c885c257000a1d03dea530d74ac4ffb1c748c752c
Claude	Zm00001eb123040	0.48960879445076	047c79c4185cda6dda7ea0236aead390a4de213124180c892d259c8eea911e7e	9310a44590ebafb08f49cc6b879ce8a82480780f106a7ca649924a1d913cc5df
Claude	Zm00001eb145600	0.5092414021492	aaa1653cae80c4d317709168355a618879d9f5878331854523a830f3e1180d0a	1d63b02bbd6d707e7584c9ba3482234e2c478b4dc0c5c9258286e43e629fa9bf
Claude	Zm00001eb228140	0.483116805553436	e4dcff2c3dc0b60489f06ab126ecf6f0c9b0196bf804cc63c4eb30a051c74079	26edbf4886761df231275ba86dedf30f2e6a8ca1f54ecfdd4f56e4941141fcc7
Claude	Zm00001eb233320	0.481536328792572	1cf7e06e9006c67427c79c16feec132e8db5d9ae61126b18086cc4f180680c4d	95cfa8f36912baa19d4cb52e3dcaf19fdab56d14fceaaacf43e4e205977afdfc
Claude	Zm00001eb288730	0.465108931064606	75941ca5fce6746281a84f967aa46f1c18f02f1656d65a27aa74302e69bde2b1	0bda1f710043492a9459455168fb930adc4f68323e59177d8467c14cf4db7c03
Claude	Zm00001eb298190	0.473002195358276	2ce3e9c402661c188cccfaa86002f2c8ee5bae5739f9782139a5a8307842e989	3cdb388da01e6e4ef1c8f6e9f3fa8c5c21fe45d6c36c7bfc6a71dd14fcaecad0
Claude	Zm00001eb316260	0.542462170124054	650e8101d156b1a3de068cb90e34883ec74b6034f77c0966afff24b810c61411	a0bb5aedd44390549f3961e6c4ba8f5762f2ffbcc274e6fa27f4070e417bc50f
Claude	Zm00001eb336530	0.498694777488708	f0f8aac0a487074591f23571ea643bd830495ae20352f87974d9a00a99acc0ee	5e5fa52f05e65ec2c725598c1fc977f6aaf94d667b8ebd2c84ffe13b2b310283
