Species	Gene	Expert	Gemini	Grok	OpenAI	Phytomni
Maize	Zm00001eb172650	0oeh4rCIfZ7eoJ0gpzuhXRJmum8ahZmT	R2	R4	R3	R1
Maize	Zm00001eb172650	bm3CNsSAmWKhfKJLBP6cQpzlppXqbDPz	R2	R4	R3	R1
Maize	Zm00001eb257830	2q0NdW1fctnGZv11tHh9NbZ5JQe70Cp3	R2	R4	R3	R1
Maize	Zm00001eb257830	7c4UoEBDob910nifHzfzMbjA83HpKqVU	R2	R3	R4	R1
Maize	Zm00001eb257830	anU57HspMxv0DTlSAlq0JkEZneMoOxul	R4	R3	R2	R1
Maize	Zm00001eb287560	2v0YCJaa1VIPGC1JJ6lGJ0OkYl7YFPCB	R3	R4	R1	R2
Maize	Zm00001eb287560	7c4UoEBDob910nifHzfzMbjA83HpKqVU	R2	R4	R3	R1
Maize	Zm00001eb287560	npFGzukNswDwdJ2JS31sbu3FRU7d8PgB	R2	R4	R3	R1
Maize	Zm00001eb212190	TE4Rv0YbQejjurlUBrt2Lo3Yg100w4xT	R1	R3	R4	R2
Maize	Zm00001eb212190	4th7pRmzuB47yIVX7b5SfsEi4VVSKzit	R1	R3	R4	R2
Maize	Zm00001eb212190	aNwMrZHHnKTemLnuPPi66LC26XpFNKww	R2	R1	R4	R3
Maize	Zm00001eb252940	GgK4btW174nWNLijOEfTuYzwEmqHOeVG	R4	R1	R2	R3
Maize	Zm00001eb252940	UU0Ch0CSTFQmneEELjwYqTHghwcU3Pv7	R3	R1	R4	R2
Maize	Zm00001eb252940	TE4Rv0YbQejjurlUBrt2Lo3Yg100w4xT	R1	R4	R2	R3
Maize	Zm00001eb400720	0oeh4rCIfZ7eoJ0gpzuhXRJmum8ahZmT	R2	R3	R1	R4
Maize	Zm00001eb400720	aNwMrZHHnKTemLnuPPi66LC26XpFNKww	R3	R2	R1	R4
Maize	Zm00001eb400720	eGzplyrN0pDREKBZ1NrOceNJ6k9VymuO	R3	R4	R1	R2
Maize	Zm00001eb362410	X1MBalKmeYYj8x0nbzkskto6V3RLxc1f	R2	R4	R1	R3
Maize	Zm00001eb362410	cOvsoiyEYfWKAGqxIPqh5zlvPNuj8ZCj	R2	R4	R3	R1
Maize	Zm00001eb362410	cSmWxkGDHaTLh9BRIrUvtULrn8RpxxpQ	R2	R4	R3	R1
Maize	Zm00001eb337920	d0wiIz9jaZvxdTEE63n4ocdi3yEhqpBv	R1	R4	R3	R2
Maize	Zm00001eb337920	cOvsoiyEYfWKAGqxIPqh5zlvPNuj8ZCj	R2	R4	R3	R1
Maize	Zm00001eb337920	rXeYYxAuCI7bsIS6LiysZjRALirdyBvG	R3	R1	R4	R2
