Species	Gene	Expert	Gemini	Grok	OpenAI	Phytomni
Rice	Os04g0653300	r3Gi5fiijC7oj846JOtRHMAFQh690qba	R2	R4	R3	R1
Rice	Os04g0570700	530t0xSNeWYZTyyhJNJAMPGSyEbuKf1L	R4	R2	R1	R3
Rice	Os04g0570700	iLEvI4wLxhOaSrfxTh6KIFJfZN7pwt2K	R2	R4	R3	R1
Rice	Os04g0570700	jwRdF790bUDhpVAFqIIFAdKcVTa5Oroq	R1	R4	R3	R2
Rice	Os05g0350600	3IjRvYMTakfiHFRKDt8kxtfGPYY8yN3l	R2	R4	R3	R1
Rice	Os05g0350600	oLDb1tDh5drlAh2ObCxOwgfieY5srznX	R2	R3	R4	R1
Rice	Os05g0350600	itGDaWd3SA7un7zfUMyjiK2imQpQm7I7	R1	R4	R3	R2
Rice	Os05g0449900	530t0xSNeWYZTyyhJNJAMPGSyEbuKf1L	R3	R2	R4	R1
Rice	Os05g0449900	iLEvI4wLxhOaSrfxTh6KIFJfZN7pwt2K	R3	R4	R2	R1
Rice	Os05g0449900	Ex9jzuymFQA3qOQH0jgjT7QFLohe08l3	R3	R4	R2	R1
Rice	Os12g0263100	r05PTCOxiBggmz4QAmDUFVe8o4bDL5zd	R4	R1	R3	R2
Rice	Os12g0263100	fLzsihd0OonagKOPuvzw7coN34NZhGsQ	R1	R3	R4	R2
Rice	Os12g0263100	te1U6PMtesn67xUp3P2aOyJutfkhL7Ms	R2	R3	R4	R1
Rice	Os11g0521900	MKEE4MrTiNXe19vQameQ6mFKMp95bj8Y	R2	R4	R3	R1
Rice	Os11g0521900	jaiMg8y5fAP9vbgBRXtMvHedBbReA9x1	R3	R4	R2	R1
Rice	Os11g0521900	6UOewKhiyTwsOSCazFK8jMd6C8ExyJGM	R2	R1	R4	R3
Rice	Os06g0665200	r05PTCOxiBggmz4QAmDUFVe8o4bDL5zd	R4	R3	R2	R1
Rice	Os06g0665200	n3MMTf2yC8KzyyCOmWJ3AvvcZVvj7uoQ	R2	R4	R3	R1
Rice	Os06g0665200	oLDb1tDh5drlAh2ObCxOwgfieY5srznX	R4	R3	R2	R1
